Código	Descrição	Situação	Situação Conferência	Situação Sorter	Cod. SKU	Num. Picking	Num. Pedido	Num. Caixa Plástica	Num. Endereço	Num. Posto	Num. Conferencia	Num. Controle	Cor LED	Data Início	Data Finalização	Data Conferência	Quantidade	Quantidade Separada	Quantidade Conferida	Usuário Operador	Usuário Conferência	Livre 1	Livre 2	Livre 3	Livre 4	Livre 5	Livre 6	Livre 6	Livre 6	Livre 6	Livre 10
403957	PLAFON C/SOQ.LOUCA E27/100W BR.           3295-OPL	F	F		29208	286314	3590964	286314	150342	5	1			02/09/2025 19:35	02/09/2025 20:03	02/09/2025 20:08	34	34	34	FLAVIO.SILVA	LENILSONL	1	375607	PAPELAO	109386	7	PAPELAO	31814	7,89859E+12	PESADO	PEÇA
403958	PLAFON C/SOQ.LOUCA E27/100W BR.           3295-OPL	F	F		29208	286315	3590964	286315	150342	5	1			02/09/2025 19:35	02/09/2025 20:01	02/09/2025 20:06	34	34	34	FLAVIO.SILVA	LENILSONL	1	375607	PAPELAO	109386	7	PAPELAO	31814	7,89859E+12	PESADO	PEÇA
403959	PLAFON C/SOQ.LOUCA E27/100W BR.           3295-OPL	F	F		29208	286316	3590964	286316	150342	5	1			02/09/2025 19:35	02/09/2025 20:04	02/09/2025 20:10	34	34	34	FLAVIO.SILVA	VALDOMIRO.VITALINO	1	375607	PAPELAO	109386	7	PAPELAO	31814	7,89859E+12	PESADO	PEÇA
403960	PLAFON C/SOQ.LOUCA E27/100W BR.           3295-OPL	F	F		29208	286317	3590964	286317	150342	5	1			02/09/2025 19:35	02/09/2025 20:06	02/09/2025 20:11	34	34	34	FLAVIO.SILVA	LENILSONL	1	375607	PAPELAO	109386	7	PAPELAO	31814	7,89859E+12	PESADO	PEÇA
403924	"UNIAO INT. 3/4"" PRETO                UN52-REBOUCAS"	F	F		23317	286300	3590964	286300	149350	1	1			02/09/2025 19:35	02/09/2025 19:51	02/09/2025 19:56	4	4	4	ALISON.PEREIRA	CARLOSAS	1	375559	PAPELAO	109386	7	PAPELAO	31814	7,89864E+12	PESADO	CAIXA
403925	"ADAPT.RED.INT. 3/4x1/2"" PRETO        AD54-REBOUCAS"	F	F		23304	286300	3590964	286300	153892	1	1			02/09/2025 19:35	02/09/2025 19:50	02/09/2025 19:56	2	2	2	ALISON.PEREIRA	CARLOSAS	1	375566	PAPELAO	109386	7	PAPELAO	31814	7,89864E+12	PESADO	CAIXA
403926	"TORN.TANQUE 1/2"" 15cm C/BICO       TTV18N-REBOUCAS"	F	F		24232	286300	3590964	286300	153901	1	1			02/09/2025 19:35	02/09/2025 19:50	02/09/2025 19:56	2	2	2	ALISON.PEREIRA	CARLOSAS	1	375567	PAPELAO	109386	7	PAPELAO	31814	7,89864E+12	PESADO	PACOTE
403927	CESTINHA P/VALV.AMER.CR.            C56CN-REBOUCAS	F	F		27789	286300	3590964	286300	162397	1	1			02/09/2025 19:35	02/09/2025 19:50	02/09/2025 19:56	1	1	1	ALISON.PEREIRA	CARLOSAS	1	375586	PAPELAO	109386	7	PAPELAO	31814	7,89864E+12	PESADO	PACOTE
403961	PLAFON C/SOQ.LOUCA E27/100W BR.           3295-OPL	F	F		29208	286318	3590964	286318	150342	5	1			02/09/2025 19:35	02/09/2025 20:04	02/09/2025 20:36	16	16	16	JULIO.CARVALHO	LUIS.ALMEIDA	1	375607	PAPELAO	109386	7	PAPELAO	31814	7,89859E+12	PESADO	PEÇA
403962	PARAF.MDF CB.CHATA PH.5,0x45(RP)     C/200-JOMARCA	F	F		6757	286318	3590964	286318	163044	5	1			02/09/2025 19:35	02/09/2025 20:07	02/09/2025 20:36	5	3	3	FLAVIO.SILVA	LUIS.ALMEIDA	1	375624	PAPELAO	109386	7	PAPELAO	31814	7,89218E+12	PESADO	CAIXA
403963	SALVA REG.                            SOS001-ALPHA	F	F		31486	286318	3590964	286318	150334	5	1			02/09/2025 19:35	02/09/2025 20:03	02/09/2025 20:36	6	6	6	JULIO.CARVALHO	LUIS.ALMEIDA	1	375629	PAPELAO	109386	7	PAPELAO	31814	7,89854E+12	PESADO	PEÇA
403964	KIT MANTA ALUMINIO(10cmx1m)PRIME 30ml+PINCEL DRYKO	F	F		30842	286318	3590964	286318	150676	6	1			02/09/2025 19:35	02/09/2025 20:09	02/09/2025 20:36	1	1	1	LUCAS.CALIXTO	LUIS.ALMEIDA	1	375587	PAPELAO	109386	7	PAPELAO	31814	13322101001	PESADO	CAIXA
403965	MASSA EPOXI KIT 360º 100GR(SECA RAPIDO)-DOCTORBOND	F	F		27613	286318	3590964	286318	157339	6	1			02/09/2025 19:35	02/09/2025 20:10	02/09/2025 20:36	3	3	3	LUCAS.CALIXTO	LUIS.ALMEIDA	1	375591	PAPELAO	109386	7	PAPELAO	31814	2,06183E+13	PESADO	CAIXA TEMPORARI
403969	PROTE RAIO GELADEIRA X FREEZER 10A 127V     205-PW	F	F		31808	286319	3590964	286319	150396	6	1			02/09/2025 19:35	02/09/2025 19:54	02/09/2025 20:00	10	10	10	GUSTAVO.SANTANA	CHECK_WEIGHT	1	375609	PAPELAO	109386	7	PAPELAO	31814	7,8981E+12	PESADO	PEÇA
403967	RELE FOTOCELULA S/BASE            QR53-QUALITRONIX	F	F		22904	286319	3590964	286319	150475	6	1			02/09/2025 19:35	02/09/2025 19:55	02/09/2025 20:00	10	10	10	GUSTAVO.SANTANA	CHECK_WEIGHT	1	375638	PAPELAO	109386	7	PAPELAO	31814	7,89825E+12	PESADO	PEÇA
403968	CONECTOR EMENDA 3P.32A MINI TRANP.    221.613-WAGO	F	F		28160	286319	3590964	286319	154369	6	1			02/09/2025 19:35	02/09/2025 19:55	02/09/2025 20:00	1	1	1	GUSTAVO.SANTANA	CHECK_WEIGHT	1	375600	PAPELAO	109386	7	PAPELAO	31814	4,05514E+12	PESADO	CAIXA
403966	MASSA EPOXI KIT 360º 100GR(SECA RAPIDO)-DOCTORBOND	F	F		27613	286319	3590964	286319	157339	6	1			02/09/2025 19:35	02/09/2025 19:56	02/09/2025 20:00	1	1	1	GUSTAVO.SANTANA	CHECK_WEIGHT	1	375591	PAPELAO	109386	7	PAPELAO	31814	2,06183E+13	PESADO	CAIXA TEMPORARI
403970	BUCHA 08 UNIV.C/PARAF.BUV             C/25-TRIFIXI	F	F		19701	286319	3590964	286319	157338	6	1			02/09/2025 19:35	02/09/2025 19:56	02/09/2025 20:00	2	2	2	GUSTAVO.SANTANA	CHECK_WEIGHT	1	375611	PAPELAO	109386	7	PAPELAO	31814	7,89744E+12	PESADO	SACO
403976	SIKADUR 32 CONJ.1kg                    103099-SIKA	F	F		86861	286321	3590964	286321	150960	7	1			02/09/2025 19:35	02/09/2025 19:53	02/09/2025 19:57	10	10	10	JULIO.CARVALHO	CHECK_WEIGHT	1	375596	PAPELAO	109386	7	PAPELAO	31814	7,89679E+12	PESADO	UNIDADE
403977	MASSA EPOXI KIT 360º 50GR(SECA RAPIDO) -DOCTORBOND	F	F		27612	286321	3590964	286321	154570	7	1			02/09/2025 19:35	02/09/2025 19:54	02/09/2025 19:57	3	3	3	JULIO.CARVALHO	CHECK_WEIGHT	1	375615	PAPELAO	109386	7	PAPELAO	31814	1,06183E+13	PESADO	CAIXA
403978	MASSA EPOXI KIT 360º 50GR(SECA RAPIDO) -DOCTORBOND	F	F		27612	286322	3590964	286322	154570	7	1			02/09/2025 19:35	02/09/2025 19:56	02/09/2025 20:20	1	1	1	JULIO.CARVALHO	PAULO.IZAURO	1	375615	PAPELAO	109386	7	PAPELAO	31814	1,06183E+13	PESADO	CAIXA
403980	DISCO LIXA FERRO/MAD.MARROM 180x22 Grao 80  CARB55	F	F		3443	286322	3590964	286322	154469	7	1			02/09/2025 19:35	02/09/2025 19:55	02/09/2025 20:20	5	5	5	JULIO.CARVALHO	PAULO.IZAURO	1	375634	PAPELAO	109386	7	PAPELAO	31814	7,89477E+12	PESADO	CAIXA
403979	PARAF.MDF CB.CHATA PH.6,0x70(RP)     C/100-JOMARCA	F	F		29159	286322	3590964	286322	150734	7	1			02/09/2025 19:35	02/09/2025 19:54	02/09/2025 20:20	2	2	2	JULIO.CARVALHO	PAULO.IZAURO	1	375618	PAPELAO	109386	7	PAPELAO	31814	7,89218E+12	PESADO	CAIXA
403981	VALV.LAV.S/LADRAO CR.                  VL001-ALPHA	F	F		31488	286322	3590964	286322	151107	8	1			02/09/2025 19:35	02/09/2025 19:58	02/09/2025 20:20	50	50	50	LUCAS.JESUS	PAULO.IZAURO	1	375556	PAPELAO	109386	7	PAPELAO	31814	7,89854E+12	PESADO	PEÇA
403982	PARAF.MDF CB.CHATA PH.5,0x30(RP)     C/500-JOMARCA	F	F		6748	286322	3590964	286322	157605	8	1			02/09/2025 19:35	02/09/2025 19:59	02/09/2025 20:20	1	1	1	LUCAS.JESUS	PAULO.IZAURO	1	375573	PAPELAO	109386	7	PAPELAO	31814	7,89218E+12	PESADO	CAIXA
403983	PARAF.MDF CB.CHATA PH.4,0x40(RP)     C/500-JOMARCA	F	F		6713	286322	3590964	286322	157623	8	1			02/09/2025 19:35	02/09/2025 20:10	02/09/2025 20:20	4	0	0	LUCAS.JESUS	PAULO.IZAURO	1	375583	PAPELAO	109386	7	PAPELAO	31814	7,89218E+12	PESADO	CAIXA
404049	"COLHER PEDREIRO 07""                    -TRAMONTINA"	F	F		19588	286346	3591328	286346	150214	5	1			02/09/2025 19:36	02/09/2025 19:52	02/09/2025 19:55	11	11	11	FLAVIO.SILVA	CHECK_WEIGHT	1	375644	PAPELAO	109386	1	PAPELAO	31815	7,89112E+12	PESADO	PEÇA
404138	CURVA 90º SOLDAVEL 25mm                  407-KRONA	F	F		10327	286359	3590789	286359	149617	3	1			02/09/2025 19:36	02/09/2025 19:52	02/09/2025 20:38	1	1	1	ELIASJ	LUIS.HENRIQUE	1	375735	PAPELAO	109380	7	PAPELAO	31817	1,78978E+13	PESADO	CAIXA TEMP 2
404139	UNIAO SOLDAVEL 25MM                        FORTLEV	F	F		26887	286359	3590789	286359	154190	4	1			02/09/2025 19:36	02/09/2025 19:57	02/09/2025 20:38	1	1	1	ELIASJ	LUIS.HENRIQUE	1	375730	PAPELAO	109380	7	PAPELAO	31817	1,78985E+13	PESADO	PACOTE
404140	TAPA FURO 25MM                            -ESTRELA	F	F		27324	286359	3590789	286359	163111	4	1			02/09/2025 19:36	02/09/2025 19:58	02/09/2025 20:38	4	4	4	ELIASJ	LUIS.HENRIQUE	1	375734	PAPELAO	109380	7	PAPELAO	31817	7,89894E+12	PESADO	PEÇA
404142	FITA ISOLANTE 20m(18x20m)IMPERIAL               3M	F	F		6603	286359	3590789	286359	150210	5	1			02/09/2025 19:36	02/09/2025 20:00	02/09/2025 20:38	2	2	2	FLAVIO.SILVA	LUIS.HENRIQUE	1	375737	PAPELAO	109380	7	PAPELAO	31817	7,89104E+12	PESADO	CAIXA TEMP 2
404143	LINHA PEDREIRO TRANCADA 100m          0029-POLIBEL	F	F		5862	286359	3590789	286359	150208	5	1			02/09/2025 19:36	02/09/2025 19:59	02/09/2025 20:38	1	1	1	FLAVIO.SILVA	LUIS.HENRIQUE	1	375743	PAPELAO	109380	7	PAPELAO	31817	1,78981E+13	PESADO	CAIXA TEMP 2
404141	FITA ISOLANTE 10m(18x10m)IMPERIAL               3M	F	F		6602	286359	3590789	286359	150163	5	1			02/09/2025 19:36	02/09/2025 19:59	02/09/2025 20:38	2	2	2	FLAVIO.SILVA	LUIS.HENRIQUE	1	375736	PAPELAO	109380	7	PAPELAO	31817	7,89104E+12	PESADO	CAIXA TEMP 3
404145	INT.2S.+TOM.20A.BR.                ARIA-TRAMONTINA	F	F		32001	286359	3590789	286359	157495	7	1			02/09/2025 19:36	02/09/2025 20:10	02/09/2025 20:38	5	0	0	JULIO.CARVALHO	LUIS.HENRIQUE	1	375741	PAPELAO	109380	7	PAPELAO	31817	7,89144E+12	PESADO	PEÇA
404144	AUT.NIVEL INF/SUP.25amp.1,20m 127/220v ELETRO-BOIA	F	F		2311	286359	3590789	286359	154406	6	1			02/09/2025 19:36	02/09/2025 20:01	02/09/2025 20:38	3	3	3	GUSTAVO.SANTANA	LUIS.HENRIQUE	1	375744	PAPELAO	109380	7	PAPELAO	31817	7,8982E+12	PESADO	PEÇA
404148	INT.2S.BR.                         ARIA-TRAMONTINA	F	F		31995	286359	3590789	286359	154787	9	1			02/09/2025 19:36	02/09/2025 20:13	02/09/2025 20:38	4	4	0	LUCAS.JESUS	LUIS.HENRIQUE	1	375727	PAPELAO	109380	7	PAPELAO	31817	7,89144E+12	PESADO	PEÇA
404146	BRACO CHUVEIRO PVC BR.30cm               2328-HERC	F	F		31681	286359	3590789	286359	150757	7	1			02/09/2025 19:36	02/09/2025 20:07	02/09/2025 20:38	1	1	1	JULIO.CARVALHO	LUIS.HENRIQUE	1	375749	PAPELAO	109380	7	PAPELAO	31817	7,89867E+12	PESADO	PACOTE
404147	LUM.LED RED.SOB.12W/6500K                   -AVANT	F	F		28099	286359	3590789	286359	150773	7	1			02/09/2025 19:36	02/09/2025 20:08	02/09/2025 20:38	4	4	4	JULIO.CARVALHO	LUIS.HENRIQUE	1	375751	PAPELAO	109380	7	PAPELAO	31817	7,89945E+12	PESADO	PEÇA
404149	REFLETOR LED 100W/6500K SLIM                -AVANT	F	F		25201	286359	3590789	286359	157878	9	1			02/09/2025 19:36	02/09/2025 20:13	02/09/2025 20:38	3	3	3	LUCAS.JESUS	LUIS.HENRIQUE	1	375729	PAPELAO	109380	7	PAPELAO	31817	7,89983E+12	PESADO	PEÇA
404150	MARTELO BORRACHA BR.40MM                   B.CORTE	F	F		27483	286359	3590789	286359	150789	9	1			02/09/2025 19:36	02/09/2025 20:12	02/09/2025 20:38	2	2	2	LUCAS.JESUS	LUIS.HENRIQUE	1	375740	PAPELAO	109380	7	PAPELAO	31817	7,89818E+12	PESADO	PEÇA
404153	ESMALTE EXTRA RAPIDO AB.AZ.DELREY    1/4-RESICOLOR	F	F		31385	286359	3590789	286359	151706	11	1			02/09/2025 19:36	02/09/2025 20:16	02/09/2025 20:38	2	2	2	MOISES.LEITE	LUIS.HENRIQUE	1	375745	PAPELAO	109380	7	PAPELAO	31817	7,89616E+12	PESADO	PEÇA
404152	ESMALTE EXTRA RAPIDO AB.BRANCO      1/16-RESICOLOR	F	F		31390	286359	3590789	286359	151550	10	1			02/09/2025 19:36	02/09/2025 20:14	02/09/2025 20:38	4	4	4	MOISES.LEITE	LUIS.HENRIQUE	1	375742	PAPELAO	109380	7	PAPELAO	31817	7,89616E+12	PESADO	PEÇA
404151	TOM.TRIPLA 20A.BR.MONOBLOCO    201211/STYLUS-ILUMI	F	F		26411	286359	3590789	286359	157941	10	1			02/09/2025 19:36	02/09/2025 20:15	02/09/2025 20:38	4	4	4	MOISES.LEITE	LUIS.HENRIQUE	1	375731	PAPELAO	109380	7	PAPELAO	31817	7,89849E+12	PESADO	PEÇA
404154	MASSA MADEIRA MOGNO F12 380gr           -SAYERLACK	F	F		18721	286359	3590789	286359	155028	11	1			02/09/2025 19:36	02/09/2025 20:16	02/09/2025 20:38	2	2	2	MOISES.LEITE	LUIS.HENRIQUE	1	375748	PAPELAO	109380	7	PAPELAO	31817	7,89157E+12	PESADO	PEÇA
404155	MASSA MADEIRA MOGNO F12 380gr           -SAYERLACK	F	F		18721	286360	3590789	286360	155028	11	1			02/09/2025 19:36	02/09/2025 20:00	02/09/2025 20:10	1	1	1	MOISES.LEITE	EDENILSONN	1	375748	PAPELAO	109380	7	PAPELAO	31817	7,89157E+12	PESADO	PEÇA
404156	LUM.LED QD.SOB.12W/6000K SLIM GII             KIAN	F	F		19330	286360	3590789	286360	150408	17	1			02/09/2025 19:36	02/09/2025 20:04	02/09/2025 20:10	4	4	4	ARTHUR.SILVA	EDENILSONN	1	375725	PAPELAO	109380	7	PAPELAO	31817	7,89971E+12	PESADO	PEÇA
404157	ESPACADOR/NIVELADOR 1,5MM C/100PCS     -NIVELAPISO	F	F		19776	286360	3590789	286360	150293	17	1			02/09/2025 19:36	02/09/2025 20:03	02/09/2025 20:10	10	10	10	ARTHUR.SILVA	EDENILSONN	1	375732	PAPELAO	109380	7	PAPELAO	31817	7,89863E+12	PESADO	SACO
404159	REFLETOR LED  50W/6500K SLIM                -AVANT	F	F		23052	286360	3590789	286360	159190	18	1			02/09/2025 19:36	02/09/2025 20:08	02/09/2025 20:10	3	3	3	ARTHUR.SILVA	EDENILSONN	1	375733	PAPELAO	109380	7	PAPELAO	31817	7,89983E+12	PESADO	PEÇA
404158	"TARRAXA   3/4""                              TORMEP"	F	F		85853	286360	3590789	286360	150403	17	1			02/09/2025 19:36	02/09/2025 20:03	02/09/2025 20:10	3	3	3	ARTHUR.SILVA	EDENILSONN	1	375739	PAPELAO	109380	7	PAPELAO	31817	7,89811E+12	PESADO	UNIDADE
404161	PLAFON C/SOQ.LOUCA 100W BR.           180931-ILUMI	F	F		31455	286360	3590789	286360	163343	101	1			02/09/2025 19:36	02/09/2025 19:53	02/09/2025 20:10	10	10	10	FABRICIO.SILVA	EDENILSONN	1	375728	PAPELAO	109380	7	PAPELAO	31817	7,89849E+12	PESADO	PEÇA
404160	REFLETOR LED  30W/6500K SLIM                -AVANT	F	F		23051	286360	3590789	286360	163502	101	1			02/09/2025 19:36	02/09/2025 19:52	02/09/2025 20:10	3	3	3	FABRICIO.SILVA	EDENILSONN	1	375726	PAPELAO	109380	7	PAPELAO	31817	7,89983E+12	PESADO	PEÇA
404164	PULVERIZADOR COMPRESSAO 1,5Lt            700000-HF	F	F		33439	286361	3590789	286361	163158	101	1			02/09/2025 19:36	02/09/2025 19:54	02/09/2025 20:01	2	2	2	YURE.OLIVEIRA	MARCIOS	1	375746	PAPELAO	109380	7	PAPELAO	31817	6,92202E+12	PESADO	PEÇA
404162	PLAFON C/SOQ.LOUCA 100W BR.           180931-ILUMI	F	F		31455	286361	3590789	286361	163343	101	1			02/09/2025 19:36	02/09/2025 19:52	02/09/2025 20:01	10	10	10	YURE.OLIVEIRA	MARCIOS	1	375728	PAPELAO	109380	7	PAPELAO	31817	7,89849E+12	PESADO	PEÇA
404163	FITA ISOLANTE 05m(18x5m)IMPERIAL                3M	F	F		6601	286361	3590789	286361	163409	101	1			02/09/2025 19:36	02/09/2025 19:50	02/09/2025 20:01	2	2	2	YURE.OLIVEIRA	MARCIOS	1	375738	PAPELAO	109380	7	PAPELAO	31817	7,89104E+12	PESADO	CAIXA TEMP 2
404165	PULVERIZADOR COMPRESSAO 1,5Lt            700000-HF	F	F		33439	286362	3590789	286362	163158	101	1			02/09/2025 19:36	02/09/2025 19:55	02/09/2025 20:01	4	4	4	FABRICIO.SILVA	CHECK_WEIGHT	1	375746	PAPELAO	109380	7	PAPELAO	31817	6,92202E+12	PESADO	PEÇA
404166	LAMP.LED 50W/6500K                            KIAN	F	F		24545	286362	3590789	286362	163364	101	1			02/09/2025 19:36	02/09/2025 19:50	02/09/2025 20:01	3	3	3	FABRICIO.SILVA	CHECK_WEIGHT	1	375747	PAPELAO	109380	7	PAPELAO	31817	7,89971E+12	PESADO	PEÇA
403972	PARAF.MDF CB.CHATA PH.3,5x30(RP)     C/500-JOMARCA	F	F		6691	286320	3590964	394	157399	7	1			02/09/2025 19:46	02/09/2025 20:10	02/09/2025 20:52	3	3	3	YURE.OLIVEIRA	WALLACE.SANTOS	3	375595	AGRO	109386	7	AGRO	31814	7,89218E+12	PESADO	CAIXA
403971	BUCHA 08 UNIV.C/PARAF.BUV             C/25-TRIFIXI	F	F		19701	286320	3590964	394	157338	6	1			02/09/2025 19:46	02/09/2025 19:52	02/09/2025 20:52	4	4	4	GUSTAVO.SANTANA	WALLACE.SANTOS	3	375611	AGRO	109386	7	AGRO	31814	7,89744E+12	PESADO	SACO
403975	SIKADUR 32 CONJ.1kg                    103099-SIKA	F	F		86861	286320	3590964	394	150960	7	1			02/09/2025 19:46	02/09/2025 20:07	02/09/2025 20:52	2	0	0	YURE.OLIVEIRA	WALLACE.SANTOS	3	375596	AGRO	109386	7	AGRO	31814	7,89679E+12	PESADO	UNIDADE
403973	CORANTE LIQUIDO VIOLETA 50ML               -XADREZ	F	F		1689	286320	3590964	394	150972	7	1			02/09/2025 19:46	02/09/2025 20:08	02/09/2025 20:52	1	1	1	YURE.OLIVEIRA	WALLACE.SANTOS	3	375554	AGRO	109386	7	AGRO	31814	7,89132E+12	PESADO	CAIXA
403974	PARAF.MDF CB.CHATA PH.4,0x30(RP)     C/500-JOMARCA	F	F		6700	286320	3590964	394	157450	7	1			02/09/2025 19:46	02/09/2025 20:11	02/09/2025 20:52	10	10	10	YURE.OLIVEIRA	WALLACE.SANTOS	3	375570	AGRO	109386	7	AGRO	31814	7,89218E+12	PESADO	CAIXA
404084	"PLUG ROSCAVEL 3/4""                      -PLASTILIT"	F	F		30455	286352	3591208	286352	161947	1	1			02/09/2025 19:47	02/09/2025 19:51	02/09/2025 20:14	1	1	1	ALISON.PEREIRA	EDENILSONN	1	375673	PAPELAO	109384	3	PAPELAO	31816	1,78981E+13	PESADO	PACOTE
404088	"PLUG ROSCAVEL 1/2""                      -PLASTILIT"	F	F		30454	286352	3591208	286352	149727	3	1			02/09/2025 19:47	02/09/2025 19:54	02/09/2025 20:14	2	2	2	ELIASJ	EDENILSONN	1	375717	PAPELAO	109384	3	PAPELAO	31816	1,78981E+13	PESADO	PACOTE
404086	LUVA SOLDAVEL 25mm                       436-KRONA	F	F		10380	286352	3591208	286352	154140	3	1			02/09/2025 19:47	02/09/2025 19:54	02/09/2025 20:14	1	1	1	ELIASJ	EDENILSONN	1	375690	PAPELAO	109384	3	PAPELAO	31816	1,78978E+13	PESADO	CAIXA TEMP 3
404087	"UNIAO ROSCAVEL 3/4""                     -PLASTILIT"	F	F		30504	286352	3591208	286352	157058	3	1			02/09/2025 19:47	02/09/2025 19:57	02/09/2025 20:14	1	0	0	ELIASJ	EDENILSONN	1	375697	PAPELAO	109384	3	PAPELAO	31816	1,78981E+13	PESADO	PACOTE
404085	REG.ESF.SOLD.32mm C/UNIAO                563-KRONA	F	F		10438	286352	3591208	286352	154132	3	1			02/09/2025 19:47	02/09/2025 19:54	02/09/2025 20:14	1	1	1	ELIASJ	EDENILSONN	1	375683	PAPELAO	109384	3	PAPELAO	31816	1,78978E+13	PESADO	CAIXA TEMP 2
404090	REG.ESF.SOLD.40mm C/UNIAO                564-KRONA	F	F		10457	286352	3591208	286352	157038	3	1			02/09/2025 19:47	02/09/2025 19:55	02/09/2025 20:14	1	1	1	ELIASJ	EDENILSONN	1	375706	PAPELAO	109384	3	PAPELAO	31816	1,78978E+13	PESADO	CAIXA TEMP 2
404091	UNIAO SOLDAVEL 20MM                     -PLASTILIT	F	F		30505	286352	3591208	286352	154216	4	1			02/09/2025 19:47	02/09/2025 20:00	02/09/2025 20:14	1	1	1	ELIASJ	EDENILSONN	1	375692	PAPELAO	109384	3	PAPELAO	31816	1,78981E+13	PESADO	PACOTE
404089	BICO TORN.JARDIM                          215-HERC	F	F		86085	286352	3591208	286352	149555	3	1			02/09/2025 19:47	02/09/2025 19:53	02/09/2025 20:14	1	1	1	ELIASJ	EDENILSONN	1	375719	PAPELAO	109384	3	PAPELAO	31816	7,89806E+12	PESADO	SACO
404092	REG.ESF.SOLD.20mm                        540-KRONA	F	F		10655	286352	3591208	286352	157196	4	1			02/09/2025 19:47	02/09/2025 20:00	02/09/2025 20:14	1	1	1	ELIASJ	EDENILSONN	1	375700	PAPELAO	109384	3	PAPELAO	31816	1,78978E+13	PESADO	CAIXA TEMP 2
404094	LUVA SOLDAVEL 20mm                       435-KRONA	F	F		10379	286352	3591208	286352	149837	4	1			02/09/2025 19:47	02/09/2025 19:59	02/09/2025 20:14	1	1	1	ELIASJ	EDENILSONN	1	375711	PAPELAO	109384	3	PAPELAO	31816	1,78978E+13	PESADO	CAIXA TEMP 2
404095	REGULADOR GAS PQ.                            -IMAR	F	F		4073	286352	3591208	286352	150133	5	1			02/09/2025 19:47	02/09/2025 20:07	02/09/2025 20:14	10	3	3	CELIO.FERREIRA	EDENILSONN	1	375686	PAPELAO	109384	3	PAPELAO	31816	7,89828E+12	PESADO	PEÇA
404096	PLAFON C/SOQ.LOUCA E27/100W BR.           3295-OPL	F	F		29208	286352	3591208	286352	150342	5	1			02/09/2025 19:47	02/09/2025 20:06	02/09/2025 20:14	3	3	3	CELIO.FERREIRA	EDENILSONN	1	375689	PAPELAO	109384	3	PAPELAO	31816	7,89859E+12	PESADO	PEÇA
404093	JOELHO 90º ESGOTO  40MM                 -PLASTILIT	F	F		30388	286352	3591208	286352	150027	4	1			02/09/2025 19:47	02/09/2025 19:59	02/09/2025 20:14	1	1	1	ELIASJ	EDENILSONN	1	375718	PAPELAO	109384	3	PAPELAO	31816	1,78981E+13	PESADO	PACOTE
404097	PLAFON C/SOQ.LOUCA E27/100W BR.           3295-OPL	F	F		29208	286353	3591208	286353	150342	5	1			02/09/2025 19:47	02/09/2025 19:53	02/09/2025 19:58	27	27	27	FLAVIO.SILVA	CARLOSAS	1	375689	PAPELAO	109384	3	PAPELAO	31816	7,89859E+12	PESADO	PEÇA
404098	INT.1S.+TOM.10A RET.SOB.BR.         16544PCT-ILUMI	F	F		17802	286354	3591208	286354	163059	5	1			02/09/2025 19:47	02/09/2025 19:53	02/09/2025 19:57	1	1	1	FLAVIO.SILVA	CARLOSAS	1	375705	PAPELAO	109384	3	PAPELAO	31816	7,89832E+12	PESADO	CAIXA
404100	"LUVA ROSCAVEL 1/2""                       270-KRONA"	F	F		10364	286355	3591208	286355	163022	6	1			02/09/2025 19:47	02/09/2025 19:53	02/09/2025 20:10	1	1	1	GUSTAVO.SANTANA	MARCIOS	1	375724	PAPELAO	109384	3	PAPELAO	31816	1,78978E+13	PESADO	CAIXA TEMPORARI
404101	BOLSA VEDACAO Cx.ACOP.SAIDA PR.        KS/BV-ASTRA	F	F		11211	286355	3591208	286355	154428	6	1			02/09/2025 19:47	02/09/2025 19:53	02/09/2025 20:10	3	3	3	GUSTAVO.SANTANA	MARCIOS	1	375708	PAPELAO	109384	3	PAPELAO	31816	7,89122E+12	PESADO	PEÇA
404099	AUTOTRANSFORMADOR  5000VA                2871-MIKA	F	F		35096	286355	3591208	286355	160221	6	1			02/09/2025 19:47	02/09/2025 19:53	02/09/2025 20:10	1	1	1	GUSTAVO.SANTANA	MARCIOS	1	375694	PAPELAO	109384	3	PAPELAO	31816	7,89863E+12	PESADO	PEÇA
404103	"REG.ESF.ZAMAC   1/2""                      10100-HF"	F	F		12231	286355	3591208	286355	150880	7	1			02/09/2025 19:47	02/09/2025 19:58	02/09/2025 20:10	3	3	3	JULIO.CARVALHO	MARCIOS	1	375720	PAPELAO	109384	3	PAPELAO	31816	2E+12	PESADO	PEÇA
404102	MANG.CHUVEIRINHO C/SUPORTE 2,10m Br.  T1030-SINTEX	F	F		17290	286355	3591208	286355	150988	7	1			02/09/2025 19:47	02/09/2025 19:59	02/09/2025 20:10	6	6	6	JULIO.CARVALHO	MARCIOS	1	375699	PAPELAO	109384	3	PAPELAO	31816	7,8967E+12	PESADO	PEÇA
404108	BASE TOM.RET.SOB.10A BR.            16516PCT-ILUMI	F	F		17804	286355	3591208	286355	151627	10	1			02/09/2025 19:47	02/09/2025 20:02	02/09/2025 20:10	1	1	1	MOISES.LEITE	MARCIOS	1	375688	PAPELAO	109384	3	PAPELAO	31816	7,89832E+12	PESADO	CAIXA
404104	TIRA COLA 120ml                           PROCLEAN	F	F		29861	286355	3591208	286355	158023	10	1			02/09/2025 19:47	02/09/2025 20:03	02/09/2025 20:10	2	2	2	MOISES.LEITE	MARCIOS	1	375676	PAPELAO	109384	3	PAPELAO	31816	7,89861E+12	PESADO	PEÇA
